GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
8600000US93065,93065,ZCTA5 93065,23856,411,94173,2794,83.9,1.4,92407,2899,1.0,0.4,79141,34645,0.7,0.4,69770,86792,8.0,0.9,121477,12368,0.0,0.1,-,**,4.1,0.9,71275,4123,2.3,0.5,102639,12201,16.7,1.1,77560,4867,72.0,1.5,93892,3216,2.1,0.5,56429,17714,30.8,1.5,101724,5598,46.3,1.4,107854,3574,20.8,1.2,52708,5259,18218,453,103308,4832,44.7,1.9,105855,7658,55.3,1.9,101512,4903,80.5,2.1,114322,3746,13.4,1.9,55526,10735,6.0,1.1,76122,7663,5638,399,57254,5350,57.8,4.0,52482,5535,47.0,3.9,41875,12114,10.8,3.0,76676,20585,42.2,4.0,69777,6456,31.8,4.0,54138,17481,10.4,2.4,100139,44414,27.3,(X),(X),(X),27.5,(X),(X),(X),24.4,(X),(X),(X)
8600000US93066,93066,ZCTA5 93066,1127,98,75380,19968,83.9,6.4,85167,21810,0.9,1.1,-,**,0.0,3.1,-,**,3.7,3.0,11806,35644,0.6,1.1,-,**,10.8,5.7,30167,91432,0.0,3.1,-,**,27.3,6.9,43403,33884,67.4,6.9,98750,17195,2.8,3.1,-,**,22.8,5.9,77279,59322,40.2,5.9,97188,40430,34.3,5.8,64167,21172,818,99,92045,29556,36.9,8.3,94000,58472,63.1,8.3,90417,35290,87.7,6.5,107772,34556,9.4,5.8,62679,47667,2.9,2.9,37308,165981,309,88,52176,33925,47.6,17.3,47188,27952,38.5,14.3,46188,21835,9.1,10.8,103676,48017,52.4,17.3,71250,39091,32.4,15.6,47500,22785,20.1,13.3,92969,85005,31.7,(X),(X),(X),27.8,(X),(X),(X),42.1,(X),(X),(X)
8600000US93067,93067,ZCTA5 93067,408,120,75862,29080,78.9,16.6,69464,49616,6.6,10.0,-,**,0.0,8.2,-,**,7.4,11.6,-,**,0.0,8.2,-,**,7.1,11.0,-,**,0.0,8.2,-,**,14.0,15.1,-,**,72.1,18.4,88300,62139,0.0,8.2,-,**,38.2,20.2,75948,36431,45.6,19.9,88200,42469,16.2,12.5,30000,134159,157,95,106049,49369,21.7,31.0,-,**,78.3,31.0,106808,19550,78.3,31.0,106808,19550,0.0,19.8,-,**,21.7,31.0,-,**,251,118,73750,15149,60.6,29.0,61250,51019,60.6,29.0,61250,51019,0.0,13.0,-,**,39.4,29.0,73750,177456,26.3,26.1,69732,425257,13.1,17.0,-,**,20.3,(X),(X),(X),16.6,(X),(X),(X),22.7,(X),(X),(X)
8600000US93101,93101,ZCTA5 93101,12227,449,54945,4425,77.4,2.8,59627,4943,1.2,0.6,33828,19064,0.2,0.3,-,**,4.3,1.2,49417,21799,0.1,0.2,-,**,13.6,2.1,46341,4582,3.2,1.2,48233,22030,35.0,2.3,46717,4652,57.2,2.6,62130,4164,9.1,2.0,39907,6604,39.3,2.6,63724,6053,35.0,3.1,60075,9806,16.6,1.7,37361,5258,5982,319,61879,4490,52.9,4.3,48661,5074,47.1,4.3,76066,9069,63.3,4.6,77309,8173,22.3,3.6,33884,9908,14.4,3.2,46429,13446,6245,430,41910,6400,47.3,3.9,40092,9523,34.1,3.9,31449,3539,13.2,2.9,81008,19976,52.7,3.9,44537,8465,38.6,4.2,31117,9565,14.0,2.9,74798,10063,32.5,(X),(X),(X),35.1,(X),(X),(X),27.0,(X),(X),(X)
8600000US93103,93103,ZCTA5 93103,6724,372,67383,8501,76.3,3.6,74712,10810,1.5,1.0,86250,58346,0.6,0.6,-,**,2.2,1.1,55000,33416,0.0,0.5,-,**,16.7,3.4,45185,9354,2.7,1.1,59412,28902,37.5,2.9,47058,9462,57.5,3.1,82132,9952,4.4,1.9,32829,27823,37.5,3.7,63239,17150,33.1,3.3,86989,16911,25.0,3.4,60147,10243,4050,247,75887,12459,45.5,4.8,45071,14997,54.5,4.8,88869,10225,70.7,5.2,96006,13507,20.5,4.7,32697,15873,8.8,3.2,45125,38040,2674,340,53696,11809,51.0,7.0,45522,7267,42.9,6.5,44605,6970,8.1,3.1,58542,58899,49.0,7.0,66904,19307,28.8,5.8,65365,26580,20.2,6.4,81364,35825,36.8,(X),(X),(X),39.2,(X),(X),(X),28.2,(X),(X),(X)
8600000US93105,93105,ZCTA5 93105,10673,343,81308,7429,87.5,2.4,91572,8701,0.7,0.5,44196,18656,0.9,0.7,33839,26913,2.9,1.0,36250,23861,0.0,0.3,-,**,6.6,2.0,50688,15697,1.4,0.8,45250,18190,15.1,2.6,54722,11676,80.3,2.7,95032,7952,3.6,1.6,60694,36799,25.3,2.1,93586,11779,38.1,2.6,104725,10213,33.0,2.4,57614,11291,6286,350,112823,9394,38.0,3.5,108361,12909,62.0,3.5,113736,9828,85.2,3.1,124119,4732,12.2,3.2,43594,17064,2.6,1.5,71400,7518,4387,373,45513,5186,60.0,4.7,40531,3872,46.4,4.8,37004,3581,13.6,4.3,63476,12704,40.0,4.7,51658,10652,29.8,4.8,44583,7479,10.2,2.9,106250,34393,29.8,(X),(X),(X),29.9,(X),(X),(X),27.9,(X),(X),(X)
8600000US93108,93108,ZCTA5 93108,4409,271,125272,13739,95.3,1.9,128594,14374,0.6,0.7,-,**,0.0,0.1,-,**,2.4,1.6,106480,23025,0.0,0.8,-,**,0.6,0.6,41250,198971,1.0,0.9,31667,37024,4.8,2.1,140335,104662,91.4,2.7,127011,15195,1.5,1.4,30714,40449,15.1,3.0,117279,33225,42.6,4.2,144429,32150,40.8,3.7,112188,28078,3024,216,153281,24922,33.2,4.8,133359,23662,66.8,4.8,167633,15649,84.7,4.8,163500,20432,9.1,3.5,93702,52351,6.3,3.4,172975,193445,1385,206,64395,17974,71.9,7.1,57778,17363,59.9,7.1,59028,16659,12.1,4.7,53125,52951,28.1,7.1,81033,22763,20.8,6.4,73889,31073,7.3,3.6,172344,95447,43.9,(X),(X),(X),48.1,(X),(X),(X),33.4,(X),(X),(X)
8600000US93109,93109,ZCTA5 93109,4377,213,99638,12872,88.6,3.3,105500,13338,1.1,0.7,78611,76421,1.6,1.4,66250,71984,3.3,2.1,84056,14242,0.0,0.8,-,**,2.6,1.7,164091,95272,2.9,1.8,62321,78157,9.7,3.3,82500,36604,84.2,3.8,109605,13465,7.7,2.9,40726,16939,26.5,3.8,133971,29678,36.5,3.9,119596,13713,29.3,3.9,64286,21717,2780,250,133670,18433,34.6,5.8,127425,43753,65.4,5.8,133750,26451,81.0,4.3,158179,16553,15.8,4.0,54764,12390,3.1,2.1,42112,30015,1597,201,55709,7501,55.5,7.1,53320,11589,34.3,6.2,42969,14826,21.3,6.6,82745,41824,44.5,7.1,60366,12790,25.8,6.1,78621,32279,18.7,5.9,53333,28534,36.4,(X),(X),(X),34.0,(X),(X),(X),37.4,(X),(X),(X)
8600000US93110,93110,ZCTA5 93110,6310,307,75915,7050,84.3,3.1,75938,7024,1.0,0.9,90333,127708,0.6,0.8,-,**,6.0,1.8,86915,4421,0.0,0.6,-,**,6.1,2.2,50625,32691,2.0,1.1,94013,29577,19.2,3.3,54946,30934,72.8,3.5,77154,6835,4.2,2.2,21855,16037,22.8,3.1,100880,13895,39.6,3.7,89537,8015,33.3,3.2,51482,4585,3845,278,99255,10022,41.1,5.0,111188,6922,58.9,5.0,92576,9974,79.6,4.8,110906,6984,13.0,3.6,47258,7296,7.4,3.5,57386,34521,2465,277,43856,8893,64.1,6.3,39808,11495,47.5,7.0,33125,16392,16.6,5.4,73194,57711,35.9,6.3,45505,9929,25.4,5.8,32813,12545,10.5,3.7,101350,65324,24.6,(X),(X),(X),24.1,(X),(X),(X),22.7,(X),(X),(X)
8600000US93111,93111,ZCTA5 93111,6362,311,94933,5964,82.9,3.3,97163,6124,1.1,0.7,152841,148399,0.2,0.3,-,**,5.9,1.7,125313,26433,0.0,0.5,-,**,7.7,2.3,52125,22023,2.1,1.2,110000,72231,17.1,3.0,64375,16807,74.1,3.4,100000,7262,1.6,1.2,15625,61296,22.7,3.4,119571,15993,42.0,3.9,111735,9079,33.7,2.9,67517,6923,4416,302,109880,5107,43.5,3.9,125952,22592,56.5,3.9,102865,14093,82.0,3.1,123351,11480,13.2,3.0,48158,15831,4.8,1.7,80714,30697,1946,188,61105,9613,60.4,5.6,52568,8937,49.4,6.1,48480,7822,11.0,5.1,106875,60070,39.6,5.6,78056,23261,27.1,5.5,58438,41177,12.5,5.0,98194,38217,28.2,(X),(X),(X),26.1,(X),(X),(X),32.5,(X),(X),(X)
8600000US93117,93117,ZCTA5 93117,15254,529,55801,3685,75.1,2.2,60115,5765,1.3,0.5,37177,13709,0.5,0.4,67031,79768,10.5,1.3,39962,5599,0.1,0.1,-,**,9.4,1.4,59669,11628,3.1,0.9,29189,10172,25.7,1.7,56934,7455,60.0,2.4,60717,5296,27.4,1.5,14592,2189,26.9,1.9,72862,4994,27.7,2.0,95331,12485,18.0,1.4,53947,7807,7551,331,85972,2941,47.5,3.2,83229,9353,52.5,3.2,92442,9696,74.6,4.0,99798,2836,18.1,3.4,51031,10536,7.3,2.3,71724,19429,7703,453,25992,2786,45.9,3.0,22854,4479,19.8,2.5,22423,5173,26.1,2.9,23295,7361,54.1,3.0,28651,3204,25.3,3.0,33906,6452,28.9,2.6,25671,5120,35.0,(X),(X),(X),31.4,(X),(X),(X),37.2,(X),(X),(X)
8600000US93201,93201,ZCTA5 93201,307,55,27938,3145,88.3,7.4,28313,3132,0.0,10.8,-,**,4.6,6.7,-,**,0.0,10.8,-,**,0.0,10.8,-,**,5.2,3.9,11875,63989,2.0,2.5,-,**,61.6,10.3,27946,4370,33.2,9.0,29583,13305,3.3,3.5,-,**,41.7,10.6,28125,6770,41.0,9.8,29250,16323,14.0,6.4,27188,28449,264,52,28500,4802,62.1,10.6,26042,5129,37.9,10.6,42083,21436,67.8,10.3,32019,18353,20.1,8.5,11250,2899,12.1,6.2,28750,20489,43,20,25139,4175,9.3,13.7,-,**,9.3,13.7,-,**,0.0,46.9,-,**,90.7,13.7,25694,3447,81.4,18.9,25139,3715,9.3,14.9,-,**,32.9,(X),(X),(X),33.3,(X),(X),(X),16.3,(X),(X),(X)
8600000US93202,93202,ZCTA5 93202,977,118,38733,4259,59.1,12.9,38958,7328,3.0,3.6,-,**,1.4,2.1,-,**,5.7,8.1,-,**,0.0,3.5,-,**,28.1,10.4,35563,8965,2.7,3.5,-,**,65.2,8.9,37420,4080,22.5,6.9,40417,21220,5.1,4.6,9236,19302,46.6,10.1,42656,11828,34.1,8.4,39256,7510,14.2,7.0,28472,28103,777,138,41294,4107,59.5,10.7,38043,7758,40.5,10.7,44792,22531,60.2,12.8,48594,15930,28.8,11.5,25833,17982,10.9,7.2,40625,24969,200,98,9360,5124,40.0,22.1,17250,7478,22.0,15.0,16750,10115,18.0,18.7,-,**,60.0,22.1,8566,1776,32.5,22.0,7656,9935,27.5,22.8,9063,39310,35.7,(X),(X),(X),37.3,(X),(X),(X),27.0,(X),(X),(X)
8600000US93203,93203,ZCTA5 93203,4978,220,35429,2615,83.4,3.0,34110,3180,2.7,1.7,38077,28196,1.0,0.9,37292,166213,0.6,0.4,19559,56910,0.3,0.4,-,**,10.4,2.5,40050,7463,1.6,1.0,45833,29200,87.3,2.8,35980,2830,10.0,2.5,23952,7509,9.4,2.9,35104,25780,46.4,4.7,32293,3639,34.3,3.6,43277,5456,10.0,1.7,33929,8078,4412,180,35010,2399,65.8,4.1,32144,2429,34.2,4.1,40857,5057,70.0,4.5,38539,4305,19.8,3.7,18931,3027,10.2,3.4,36607,9504,566,136,26063,5018,53.4,13.8,22500,6265,44.5,14.1,19519,12033,8.8,5.5,24219,2571,46.6,13.8,28906,6560,36.4,13.6,26316,16119,10.2,9.3,29609,42146,21.5,(X),(X),(X),21.2,(X),(X),(X),16.3,(X),(X),(X)
8600000US93204,93204,ZCTA5 93204,2482,382,29302,3959,65.3,7.4,22487,4426,1.0,1.6,-,**,0.9,1.1,-,**,1.0,1.1,-,**,0.0,1.4,-,**,30.4,7.2,34279,16893,1.5,1.5,-,**,85.4,4.4,28875,4428,12.6,4.1,36065,21029,7.5,3.6,14500,16003,39.1,5.6,22404,10788,38.0,5.8,35670,10829,15.4,3.7,39505,22008,2087,336,29932,3666,60.9,7.4,22127,6300,39.1,7.4,40478,7494,61.7,7.9,34605,5946,24.0,6.9,17770,7751,14.3,6.4,31200,6896,395,156,20063,10972,43.0,18.0,18750,15900,40.3,18.1,16641,18654,2.8,4.1,-,**,57.0,18.0,20114,13534,41.0,17.9,12935,5445,15.9,13.3,56726,97474,28.9,(X),(X),(X),27.8,(X),(X),(X),22.0,(X),(X),(X)
8600000US93205,93205,ZCTA5 93205,1079,277,20349,2519,96.1,5.9,20096,2771,1.3,2.1,-,**,2.6,5.6,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,0.0,3.2,-,**,7.7,10.1,-,**,88.4,11.8,20710,2566,0.0,3.2,-,**,8.6,11.4,-,**,51.5,16.5,20876,4394,39.9,16.8,20240,3950,552,245,22199,4127,17.0,20.8,"2,500-",***,83.0,20.8,22622,5927,52.9,25.8,26404,9920,39.9,26.7,20556,22894,7.2,8.1,105357,180573,527,222,16547,3836,56.7,26.5,20306,20190,45.4,22.2,21103,32706,11.4,13.3,-,**,43.3,26.5,13571,18650,43.3,26.5,13571,18650,0.0,6.4,-,**,24.4,(X),(X),(X),22.5,(X),(X),(X),26.4,(X),(X),(X)
8600000US93206,93206,ZCTA5 93206,600,83,41488,6359,81.8,7.5,45350,7907,6.2,4.5,11797,37158,0.7,0.9,-,**,0.0,5.7,-,**,0.0,5.7,-,**,8.3,4.5,32500,18971,3.0,3.0,25000,79492,62.5,8.0,39750,11313,30.0,7.0,51429,27507,4.8,4.3,11908,26600,41.0,8.4,36875,15896,41.2,8.4,45893,8891,13.0,5.0,32708,26211,509,81,40972,13192,54.6,11.6,28182,13921,45.4,11.6,49861,13659,63.9,9.2,45795,12517,20.4,9.3,33125,30980,15.7,7.9,24167,34995,91,33,30417,21435,50.5,20.7,24000,30626,50.5,20.7,24000,30626,0.0,30.9,-,**,49.5,20.7,30972,24421,40.7,19.6,19688,22441,8.8,12.8,-,**,36.5,(X),(X),(X),31.2,(X),(X),(X),38.5,(X),(X),(X)
8600000US93207,93207,ZCTA5 93207,138,42,34750,10637,92.8,8.8,35833,9400,0.0,22.2,-,**,0.7,2.8,-,**,0.0,22.2,-,**,0.0,22.2,-,**,0.0,22.2,-,**,6.5,8.2,18750,3764,0.0,22.2,-,**,92.8,8.8,35833,9400,0.0,22.2,-,**,13.8,10.4,16875,50717,33.3,12.5,74167,29391,52.9,13.8,30625,20982,63,23,69688,19789,36.5,21.6,67813,94720,63.5,21.6,83750,43347,74.6,19.7,93125,71636,19.0,17.9,73333,93658,6.3,11.3,-,**,75,33,22813,14997,41.3,19.5,33625,3312,21.3,15.0,31250,20868,20.0,19.9,33875,3645,58.7,19.5,18333,7570,48.0,19.1,13750,10366,10.7,12.8,-,**,23.2,(X),(X),(X),20.6,(X),(X),(X),25.3,(X),(X),(X)
8600000US93208,93208,ZCTA5 93208,64,40,88750,65644,100.0,38.5,88750,65644,0.0,38.5,-,**,0.0,38.5,-,**,0.0,38.5,-,**,0.0,38.5,-,**,0.0,38.5,-,**,0.0,38.5,-,**,0.0,38.5,-,**,100.0,38.5,88750,65644,0.0,38.5,-,**,25.0,39.6,-,**,25.0,30.2,-,**,50.0,46.6,-,**,62,40,92708,71377,0.0,39.1,-,**,100.0,39.1,92708,71377,100.0,39.1,92708,71377,0.0,39.1,-,**,0.0,39.1,-,**,2,3,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,78.1,(X),(X),(X),80.6,(X),(X),(X),0.0,(X),(X),(X)
8600000US93210,93210,ZCTA5 93210,5191,280,50290,6783,68.7,4.1,52235,8242,3.4,1.7,46250,67075,1.4,1.2,34464,41331,3.6,1.9,147292,85702,0.2,0.3,-,**,20.9,3.1,33641,3931,1.9,1.3,70221,22464,45.3,4.1,38614,6431,45.7,4.4,61554,6939,6.0,2.3,6842,29703,37.7,3.6,61160,11716,42.3,3.9,56372,7641,13.9,2.3,38406,8575,3656,186,53468,10360,55.6,4.7,47163,11814,44.4,4.7,58836,6193,65.8,5.3,69241,7093,25.1,5.1,22689,4554,9.1,3.1,48125,17442,1535,230,33075,10439,50.6,8.5,33430,12053,44.3,7.9,32791,14673,6.3,4.3,40357,169151,49.4,8.5,32219,27525,38.4,9.0,32156,21260,11.1,6.5,58000,94647,30.0,(X),(X),(X),33.6,(X),(X),(X),21.4,(X),(X),(X)
8600000US93212,93212,ZCTA5 93212,3996,251,34565,3010,80.4,3.5,35412,3934,6.5,2.5,16458,17587,1.8,1.0,12679,8321,1.2,0.7,32708,46573,0.3,0.4,-,**,8.0,2.5,48646,9470,1.8,1.1,39167,51800,69.8,3.8,35625,3909,22.1,3.3,40000,14933,4.4,2.1,25750,12043,36.6,3.6,37222,4995,43.0,4.3,37552,4308,15.9,2.6,24207,2895,3149,205,35589,3341,60.2,4.4,33829,4038,39.8,4.4,38459,3907,63.3,4.8,44351,7683,26.8,4.2,19375,4611,9.9,3.3,34821,9990,847,166,18340,4498,53.0,8.9,14813,5846,51.0,8.8,14125,6144,2.0,1.9,75139,129573,47.0,8.9,30333,17510,28.6,8.6,23167,23750,18.4,8.3,52941,55445,39.9,(X),(X),(X),39.0,(X),(X),(X),40.4,(X),(X),(X)
8600000US93215,93215,ZCTA5 93215,11203,361,36321,2552,69.5,2.6,34946,2822,1.7,1.0,12167,6881,1.3,0.5,49708,4713,13.0,1.3,53125,15107,0.1,0.2,-,**,11.6,1.9,36735,2787,2.7,1.0,41458,15724,77.7,2.2,34885,2571,5.8,1.3,41635,5799,3.7,1.1,30408,21619,44.3,2.7,37048,4472,39.0,2.8,43185,6633,13.0,1.5,26941,5662,9950,328,36840,3089,61.1,3.5,34028,2597,38.9,3.5,43591,4517,65.3,3.0,43973,4083,23.1,2.8,21238,5564,11.6,2.5,28867,9124,1253,230,21139,2902,61.3,8.0,16667,7083,52.1,8.3,15458,6588,9.2,5.2,22386,26434,38.7,8.0,26681,8559,36.3,9.0,25474,8889,2.4,3.4,43611,521,34.1,(X),(X),(X),34.6,(X),(X),(X),22.3,(X),(X),(X)
8600000US93218,93218,ZCTA5 93218,264,44,24118,8921,88.6,8.0,27647,7783,0.0,12.4,-,**,0.8,1.1,-,**,0.0,12.4,-,**,0.0,12.4,-,**,10.6,7.8,11964,1601,0.0,12.4,-,**,74.6,9.9,21250,4020,24.6,10.2,41563,43433,0.0,12.4,-,**,36.7,10.9,20417,10053,50.8,10.4,27833,6724,12.5,7.0,41563,16350,234,42,23977,6420,58.5,11.4,20391,5361,41.5,11.4,29044,7111,71.4,11.1,28646,8604,15.8,8.9,12102,4416,12.8,7.7,22083,33217,30,20,4444,64905,83.3,23.8,3750,50080,83.3,23.8,3750,50080,0.0,56.2,-,**,16.7,23.8,-,**,0.0,56.2,-,**,16.7,23.8,-,**,40.2,(X),(X),(X),40.6,(X),(X),(X),36.7,(X),(X),(X)
8600000US93219,93219,ZCTA5 93219,2422,141,23458,3022,80.3,5.9,22069,3560,1.2,1.4,19375,17784,0.4,0.6,-,**,3.9,2.5,35667,34622,0.0,1.4,-,**,12.5,4.9,37344,21417,1.7,1.9,23657,1053,90.3,3.5,23927,3088,4.0,2.3,16920,7530,2.2,1.8,28681,16903,52.0,6.4,20768,3765,37.7,6.1,35294,6097,8.2,3.1,18000,4809,2051,185,22821,4282,69.8,6.0,21908,3142,30.2,6.0,31667,11832,64.8,7.2,31059,6352,28.0,6.5,17697,2993,7.1,3.8,13571,11867,371,115,20804,6377,32.9,13.9,16759,2867,23.2,12.4,15417,6745,9.7,9.5,17143,40754,67.1,13.9,24282,7200,37.2,16.3,23085,7020,29.9,14.0,33147,7288,37.5,(X),(X),(X),34.3,(X),(X),(X),41.5,(X),(X),(X)
8600000US93220,93220,ZCTA5 93220,59,81,-,**,100.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,13.6,33.9,-,**,86.4,33.9,-,**,0.0,40.1,-,**,100.0,40.1,-,**,0.0,40.1,-,**,0.0,40.1,-,**,59,81,-,**,100.0,40.1,-,**,0.0,40.1,-,**,13.6,33.9,-,**,0.0,40.1,-,**,86.4,33.9,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0.0,(X),(X),(X),0.0,(X),(X),(X),-,(X),(X),(X)
8600000US93221,93221,ZCTA5 93221,4957,262,48470,4972,90.9,1.9,49590,4554,0.9,0.6,42813,51125,0.5,0.6,90313,20849,0.7,0.5,108750,158262,0.4,0.7,-,**,4.4,1.4,35852,4083,2.2,1.1,65893,56093,30.4,3.0,28828,1938,66.8,3.2,60327,5847,4.3,1.7,29808,10187,32.4,2.7,44738,10844,37.9,3.0,60962,13159,25.4,2.4,41615,5461,3851,194,56295,5287,46.0,3.3,44472,9539,54.0,3.3,62163,5800,74.4,4.2,67923,6723,18.4,3.9,19789,4856,7.2,2.8,27900,10074,1106,209,28702,2392,60.7,6.6,28569,2670,53.0,7.5,26364,5724,7.7,4.5,52228,22064,39.3,6.6,29226,6221,28.3,7.2,22417,8948,11.0,5.4,38594,4118,42.7,(X),(X),(X),41.4,(X),(X),(X),41.4,(X),(X),(X)
8600000US93222,93222,ZCTA5 93222,720,170,45551,6235,90.7,5.6,45784,6425,0.0,4.7,-,**,4.7,4.9,35833,140887,3.8,3.1,-,**,0.0,4.7,-,**,0.8,0.9,-,**,0.0,4.7,-,**,8.9,6.7,45357,20017,85.1,8.1,46083,8406,0.4,0.8,-,**,22.9,12.4,46458,30085,41.8,13.7,58661,35333,34.9,9.8,34193,3098,448,131,47076,20048,51.3,20.8,46786,34417,48.7,20.8,47167,23191,77.2,15.0,59545,34034,15.0,9.4,29219,37708,7.8,12.0,-,**,272,110,38819,8503,54.0,19.1,33674,5554,48.5,19.9,33452,14769,5.5,7.8,-,**,46.0,19.1,54844,21723,34.2,16.1,48942,10207,11.8,13.6,113462,41180,34.2,(X),(X),(X),29.5,(X),(X),(X),41.9,(X),(X),(X)
8600000US93223,93223,ZCTA5 93223,2579,146,32273,2417,86.2,4.0,31697,2012,1.4,2.0,-,**,0.9,0.8,33906,61112,0.0,1.3,-,**,0.0,1.3,-,**,9.2,3.1,42159,30758,2.3,1.6,46359,67437,77.9,4.2,34026,3548,19.1,3.9,23241,5153,4.1,2.8,31336,15891,44.2,6.4,35725,4382,33.4,6.1,34451,9964,18.2,3.7,20022,2155,2226,129,34000,3804,61.1,5.7,32121,3052,38.9,5.7,37969,8918,63.2,6.8,46782,9963,29.5,6.7,21122,3541,7.3,2.8,30208,12489,353,108,16607,8171,47.0,15.8,21090,3271,33.4,16.4,18833,6935,13.6,12.0,34079,819,53.0,15.8,12852,6907,47.3,17.1,12695,9158,5.7,5.3,15714,78502,44.8,(X),(X),(X),45.1,(X),(X),(X),36.0,(X),(X),(X)
8600000US93224,93224,ZCTA5 93224,182,39,42273,22202,97.3,2.8,42386,22113,0.0,17.4,-,**,1.6,2.4,-,**,0.0,17.4,-,**,0.0,17.4,-,**,0.0,17.4,-,**,1.1,1.7,-,**,0.5,1.2,-,**,96.7,3.0,46250,19001,4.4,4.5,33750,16687,27.5,9.9,51250,20883,35.7,9.0,87917,30156,32.4,11.9,23750,13503,115,29,63194,16037,40.0,13.7,54167,28603,60.0,13.7,82750,36111,82.6,10.0,64583,34880,5.2,4.6,27500,55062,12.2,10.0,31250,27958,67,28,19219,9137,40.3,21.9,17969,5004,32.8,19.8,17083,2394,7.5,13.3,-,**,59.7,21.9,24167,21570,40.3,21.6,21875,16123,19.4,14.3,39375,37486,46.2,(X),(X),(X),41.7,(X),(X),(X),53.7,(X),(X),(X)
8600000US93225,93225,ZCTA5 93225,1940,195,44111,13356,94.7,3.4,44472,13129,0.0,1.8,-,**,0.0,1.8,-,**,3.1,2.7,29271,40662,0.0,1.8,-,**,0.6,0.9,-,**,1.6,1.9,-,**,10.6,5.3,52813,26651,85.2,6.2,43917,14254,1.9,2.4,-,**,29.2,7.1,58009,15765,45.6,7.0,49250,20895,23.2,6.1,34116,4462,1447,184,52841,15901,40.2,9.2,61094,24720,59.8,9.2,44519,19361,69.4,8.5,60781,18174,20.7,6.6,37703,2843,9.9,5.5,53371,20365,493,113,17196,4617,47.7,12.9,15368,6948,44.0,13.4,14479,6703,3.7,2.9,54063,71290,52.3,12.9,17931,4884,45.6,12.4,17823,6823,6.7,5.8,96250,109606,34.8,(X),(X),(X),36.6,(X),(X),(X),16.8,(X),(X),(X)
